 zip_code |     zip_name     |               name                | distance 
    91765 | DIAMOND BAR      | Diamond Bar                       |     0.56
    91768 | POMONA           | Pomona                            |     0.99
    91770 | ROSEMEAD         | South San Gabriel                 |     1.33
    91770 | ROSEMEAD         | Rosemead                          |     0.29
    91773 | SAN DIMAS        | San Dimas                         |     0.73
    91775 | SAN GABRIEL      | East San Gabriel                  |     0.46
    91776 | SAN GABRIEL      | San Gabriel                       |     0.41
    91780 | TEMPLE CITY      | North El Monte                    |     1.74
    91780 | TEMPLE CITY      | Temple City                       |     0.21
    91786 | UPLAND           | Upland                            |     0.30
    91786 | UPLAND           | San Antonio Heights               |     2.76
    91789 | DIAMOND BAR      | Walnut                            |     0.86
    91791 | WEST COVINA      | West Covina                       |     1.03
    91792 | WEST COVINA      | South San Jose Hills              |     0.78
    91801 | ALHAMBRA         | Alhambra                          |     0.60
    91901 | ALPINE           | Alpine                            |     1.10
    91901 | ALPINE           | Harbison Canyon                   |     4.41
    91902 | BONITA           | Bonita                            |     0.46
    91910 | CHULA VISTA      | Chula Vista                       |     1.46
    91932 | IMPERIAL BEACH   | Imperial Beach                    |     0.60
    91935 | JAMUL            | Jamul                             |     3.29
    91941 | LA MESA          | La Mesa                           |     0.76
    91945 | LEMON GROVE      | Lemon Grove                       |     0.02
    91950 | NATIONAL CITY    | National City                     |     0.80
    91962 | PINE VALLEY      | Pine Valley                       |     1.56
    91977 | SPRING VALLEY    | Spring Valley                     |     0.56
    91978 | SPRING VALLEY    | Rancho San Diego                  |     1.76
    92003 | BONSALL          | Bonsall                           |     1.93
    92004 | BORREGO SPRINGS  | Borrego Springs                   |     0.18
    92009 | CARLSBAD         | Carlsbad                          |     2.40
    92014 | DEL MAR          | Del Mar                           |     1.53
    92019 | EL CAJON         | Casa de Oro-Mount Helix           |     1.40
    92020 | EL CAJON         | El Cajon                          |     0.75
    92021 | EL CAJON         | Bostonia                          |     1.36
    92021 | EL CAJON         | Granite Hills                     |     1.49
    92024 | ENCINITAS        | Encinitas                         |     0.54
    92026 | ESCONDIDO        | Hidden Meadows                    |     4.54
    92027 | ESCONDIDO        | Escondido                         |     1.13
    92028 | FALLBROOK        | Fallbrook                         |     0.51
    92036 | JULIAN           | Julian                            |     1.85
    92040 | LAKESIDE         | Lakeside                          |     0.77
    92054 | OCEANSIDE        | Camp Pendleton South              |     2.03
    92057 | OCEANSIDE        | Oceanside                         |     1.17
    92059 | PALA             | Rainbow                           |     4.77
    92064 | POWAY            | Poway                             |     1.46
    92065 | RAMONA           | Ramona                            |     1.07
    92065 | RAMONA           | San Diego Country Estates         |     4.39
    92068 | SAN LUIS REY     | Camp Pendleton North              |     1.44
    92069 | SAN MARCOS       | Lake San Marcos                   |     2.87
    92069 | SAN MARCOS       | San Marcos                        |     0.57
    92071 | SANTEE           | Santee                            |     0.49
    92075 | SOLANA BEACH     | Solana Beach                      |     0.27
    92082 | VALLEY CENTER    | Valley Center                     |     2.19
    92083 | VISTA            | Vista                             |     0.45
    92123 | SAN DIEGO        | San Diego                         |     1.24
    92155 | SAN DIEGO        | Coronado                          |     3.23
    92201 | CHIRIACO SUMMIT  | Bermuda Dunes                     |     3.35
    92201 | CHIRIACO SUMMIT  | Indio                             |     0.43
    92210 | INDIAN WELLS     | Indian Wells                      |     0.77
    92210 | INDIAN WELLS     | Palm Desert Country               |     2.15
    92220 | BANNING          | Banning                           |     0.64
    92223 | BEAUMONT         | Beaumont                          |     1.38
    92223 | BEAUMONT         | Cherry Valley                     |     1.55
    92225 | LOST LAKE        | Blythe                            |     0.48
    92225 | LOST LAKE        | East Blythe                       |     1.21
    92227 | BRAWLEY          | Brawley                           |     0.22
    92230 | CABAZON          | Cabazon                           |     0.23
    92231 | CALEXICO         | Heber                             |     3.66
    92231 | CALEXICO         | Calexico                          |     0.35
    92233 | CALIPATRIA       | Calipatria                        |     2.77
    92233 | CALIPATRIA       | Niland                            |     4.95
    92234 | CATHEDRAL CITY   | Cathedral City                    |     1.46
    92236 | COACHELLA        | Coachella                         |     1.49
    92242 | BIG RIVER        | Bluewater                         |     4.30
    92242 | BIG RIVER        | Big River                         |     1.37
    92243 | EL CENTRO        | El Centro                         |     0.44
    92250 | HOLTVILLE        | Holtville                         |     0.23
    92251 | IMPERIAL         | Imperial                          |     0.46
    92252 | JOSHUA TREE      | Joshua Tree                       |     1.79
    92253 | LA QUINTA        | La Quinta                         |     0.93
    92256 | MORONGO VALLEY   | Morongo Valley                    |     1.51
    92260 | PALM CITY        | Palm Desert                       |     0.54
    92264 | PALM SPRINGS     | Palm Springs                      |     1.93
    92270 | RANCHO MIRAGE    | Rancho Mirage                     |     0.47
    92272 | BLYTHE           | Desert Hot Springs                |     0.60
    92274 | SALTON CITY      | Mecca                             |     3.39
    92276 | THOUSAND PALMS   | Thousand Palms                    |     1.26
    92277 | TWENTYNINE PALMS | Twentynine Palms                  |     0.52
    92278 | TWENTYNINE PALMS | Twentynine Palms Base             |     0.73
    92281 | WESTMORLAND      | Westmorland                       |     0.61
    92284 | YUCCA VALLEY     | Yucca Valley                      |     3.09
    92301 | ADELANTO         | Adelanto                          |     1.23
    92307 | APPLE VALLEY     | Apple Valley                      |     0.06
    92311 | BARSTOW          | Lenwood                           |     3.70
    92311 | BARSTOW          | Barstow                           |     1.81
    92314 | BIG BEAR CITY    | Big Bear City                     |     4.59
    92314 | BIG BEAR CITY    | Big Bear Lake                     |     1.48
    92316 | BLOOMINGTON      | Bloomington                       |     0.47
    92320 | CALIMESA         | Calimesa                          |     0.15
    92324 | GRAND TERRACE    | Colton                            |     0.20
    92324 | GRAND TERRACE    | Grand Terrace                     |     1.91
    92327 | DAGGETT          | Nebo Center                       |     3.87
    92335 | FONTANA          | Fontana                           |     1.28
    92345 | HESPERIA         | Hesperia                          |     0.22
    92346 | EAST HIGHLAND    | Highland                          |     1.30
    92354 | LOMA LINDA       | Loma Linda                        |     0.61
    92359 | MENTONE          | Mentone                           |     1.15
    92363 | NEEDLES          | Needles                           |     2.65
    92374 | REDLANDS         | Redlands                          |     0.53
    92376 | RIALTO           | Rialto                            |     0.57
    92392 | SPRING VALLEY LA | Victorville                       |     1.50
    92392 | SPRING VALLEY LA | Mountain View Acres               |     1.71
    92394 | GEORGE AFB       | George AFB                        |     0.35
    92397 | WRIGHTWOOD       | Wrightwood                        |     0.39
    92399 | YUCAIPA          | Yucaipa                           |     0.42
    92405 | MUSCOY           | Muscoy                            |     2.08
    92405 | MUSCOY           | San Bernardino                    |     1.10
    92407 | SAN BERNARDINO   | Crestline                         |     2.59
    92504 | RIVERSIDE        | Riverside                         |     1.04
    92507 | RIVERSIDE        | Highgrove                         |     2.73
    92508 | RIVERSIDE        | Woodcrest                         |     3.32
    92508 | RIVERSIDE        | March AFB                         |     2.32
    92509 | RUBIDOUX         | Pedley                            |     2.05
    92509 | RUBIDOUX         | Rubidoux                          |     1.37
    92509 | RUBIDOUX         | Sunnyslope                        |     1.96
    92530 | LAKE ELSINORE    | Lake Elsinore                     |     1.68
    92530 | LAKE ELSINORE    | Lakeland Village                  |     1.50
    92532 | LAKE ELSINORE    | Sedco Hills                       |     1.03
    92544 | HEMET            | Valle Vista                       |     1.81
    92544 | HEMET            | East Hemet                        |     0.79
    92545 | HEMET            | Hemet                             |     1.15
    92548 | HOMELAND         | Homeland                          |     0.29
    92548 | HOMELAND         | Winchester                        |     3.09
    92549 | IDYLLWILD        | Idyllwild-Pine Cove               |     1.37
    92553 | MORENO VALLEY    | Moreno Valley                     |     1.59
    92563 | MURRIETA         | Murrieta                          |     1.91
    92563 | MURRIETA         | Murrieta Hot Springs              |     1.61
    92567 | LAKEVIEW         | Lakeview                          |     1.44
    92567 | LAKEVIEW         | Nuevo                             |     1.05
    92571 | PERRIS           | Perris                            |     1.28
    92583 | GILMAN HOT SPRIN | San Jacinto                       |     0.69
    92585 | ROMOLAND         | Romoland                          |     0.01
    92586 | SUN CITY         | Sun City                          |     0.67
    92587 | CANYON LAKE      | Canyon Lake                       |     0.37
    92587 | CANYON LAKE      | Quail Valley                      |     1.15
    92591 | TEMECULA         | Temecula                          |     1.31
    92595 | WILDOMAR         | Wildomar                          |     0.88
    92610 | FOOTHILL RANCH   | Portola Hills                     |     2.23
    92621 | BREA             | Brea                              |     1.12
    92626 | COSTA MESA       | Costa Mesa                        |     0.77
    92629 | MONARCH BAY      | Dana Point                        |     1.40
    92630 | LAKE FOREST      | El Toro                           |     0.58
    92635 | FULLERTON        | Fullerton                         |     1.13
    92641 | GARDEN GROVE     | Garden Grove                      |     1.08
    92648 | HUNTINGTON BEACH | Huntington Beach                  |     1.30
    92651 | LAGUNA NIGUEL    | Laguna Beach                      |     0.70
    92653 | LAGUNA HILLS     | Laguna Hills                      |     0.14
    92656 | ALISO VIEJO      | Aliso Viejo                       |     1.00
    92661 | NEWPORT BEACH    | Newport Beach                     |     0.69
    92667 | VILLA PARK       | Villa Park                        |     1.18
    92667 | VILLA PARK       | Orange                            |     0.43
    92670 | PLACENTIA        | Placentia                         |     0.30
    92672 | SAN CLEMENTE     | San Clemente                      |     1.13
    92675 | MISSION VIEJO    | San Juan Capistrano               |     0.75
    92677 | LAGUNA NIGUEL    | Laguna Niguel                     |     0.26
    92679 | COTO DE CAZA     | Trabuco Highlands                 |     1.53
    92679 | COTO DE CAZA     | Coto De Caza                      |     2.16
    92680 | TUSTIN           | Tustin                            |     0.68
    92683 | WESTMINSTER      | Westminster                       |     0.14
    92686 | YORBA LINDA      | Yorba Linda                       |     1.91
    92688 | RANCHO SANTA MAR | Rancho Santa Margarita            |     1.10
    92692 | MISSION VIEJO    | Mission Viejo                     |     0.54
    92703 | SANTA ANA        | Santa Ana                         |     1.23
    92705 | COWAN HEIGHTS    | Tustin Foothills                  |     1.77
    92708 | FOUNTAIN VALLEY  | Fountain Valley                   |     0.12
    92709 | EL TORO MARINE C | El Toro Station                   |     0.24
    92715 | IRVINE           | Irvine                            |     1.66
    92806 | ANAHEIM          | Anaheim                           |     0.23
    93003 | SAN BUENAVENTURA | San Buenaventura (Ventura)        |     2.14
    93010 | CAMARILLO        | Camarillo                         |     1.14
    93013 | CARPINTERIA      | Carpinteria                       |     1.12
    93015 | BARDSDALE        | Fillmore                          |     0.84
    93021 | MOORPARK         | Moorpark                          |     0.46
    93022 | OAK VIEW         | Oak View                          |     0.22
    93023 | OJAI             | Mira Monte                        |     1.91
    93023 | OJAI             | Meiners Oaks                      |     0.96
    93023 | OJAI             | Ojai                              |     0.67
    93030 | OXNARD           | El Rio                            |     2.18
    93035 | OXNARD           | Oxnard                            |     1.06
    93043 | PORT HUENEME CBC | Channel Islands Beach             |     0.96
    93043 | PORT HUENEME CBC | Port Hueneme                      |     0.15
    93060 | SANTA PAULA      | Santa Paula                       |     0.21
    93065 | SIMI VALLEY      | Simi Valley                       |     0.82
    93105 | SANTA BARBARA    | Santa Barbara                     |     0.69
    93117 | GOLETA           | Isla Vista                        |     0.97
    93202 | ARMONA           | Armona                            |     0.59
    93203 | ARVIN            | Arvin                             |     0.25
    93204 | AVENAL           | Avenal                            |     2.93
    93205 | BODFISH          | Bodfish                           |     0.33
    93206 | BUTTONWILLOW     | Buttonwillow                      |     0.24
    93210 | COALINGA         | Coalinga                          |     1.42
    93212 | CORCORAN         | Corcoran                          |     0.32
    93215 | DELANO           | Delano                            |     0.52
    93219 | EARLIMART        | Earlimart                         |     2.08
    93221 | EXETER           | Exeter                            |     1.01
    93223 | FARMERSVILLE     | Farmersville                      |     0.29
    93230 | HANFORD          | Home Garden                       |     2.09
    93230 | HANFORD          | Hanford                           |     0.46
    93234 | HURON            | Huron                             |     2.36
    93235 | IVANHOE          | Ivanhoe                           |     0.26
    93238 | KERNVILLE        | Kernville                         |     1.49
    93239 | KETTLEMAN CITY   | Kettleman City                    |     0.90
    93240 | MOUNTAIN MESA    | Mountain Mesa                     |     2.09
    93240 | MOUNTAIN MESA    | Lake Isabella                     |     1.39
    93241 | LAMONT           | Lamont                            |     0.49
    93241 | LAMONT           | Weedpatch                         |     1.39
    93242 | LATON            | Laton                             |     1.51
    93243 | GORMAN           | Frazier Park                      |     3.78
    93245 | LEMOORE NAVAL AI | Lemoore                           |     2.54
    93247 | LINDSAY          | Lindsay                           |     0.23
    93249 | LOST HILLS       | Lost Hills                        |     1.73
    93250 | MC FARLAND       | McFarland                         |     0.52
    93252 | MARICOPA         | Maricopa                          |     1.52
    93256 | PIXLEY           | Pixley                            |     2.11
    93257 | PORTERVILLE      | East Porterville                  |     3.27
    93257 | PORTERVILLE      | Porterville                       |     0.38
    93263 | SHAFTER          | Shafter                           |     0.51
    93267 | STRATHMORE       | Strathmore                        |     1.11
    93268 | TAFT             | Ford City                         |     1.28
    93268 | TAFT             | South Taft                        |     1.46
    93268 | TAFT             | Taft                              |     0.40
    93268 | TAFT             | Taft Heights                      |     1.57
    93270 | TERRA BELLA      | Terra Bella                       |     0.43
    93272 | TIPTON           | Tipton                            |     0.33
    93274 | TULARE           | Tulare                            |     0.56
    93277 | VISALIA          | Visalia                           |     1.25
    93280 | POND             | Wasco                             |     0.21
    93283 | WELDON           | South Lake                        |     3.94
    93285 | WOFFORD HEIGHTS  | Wofford Heights                   |     1.26
    93286 | WOODLAKE         | Woodlake                          |     1.32
    93304 | BAKERSFIELD      | Bakersfield                       |     1.58
    93308 | BAKERSFIELD      | Oildale                           |     0.87
    93312 | GREENACRES       | Greenacres                        |     1.38
    93312 | GREENACRES       | Rosedale                          |     3.13
    93401 | SAN LUIS OBISPO  | San Luis Obispo                   |     1.02
    93402 | LOS OSOS         | Baywood-Los Osos                  |     0.39
    93420 | HALCYON          | Arroyo Grande                     |     0.96
    93422 | ATASCADERO       | Atascadero                        |     1.52
    93427 | BUELLTON         | Buellton                          |     0.62
    93428 | CAMBRIA          | Cambria                           |     0.73
    93430 | CAYUCOS          | Cayucos                           |     0.57
    93433 | GROVER BEACH     | Grover City                       |     0.07
    93434 | GUADALUPE        | Guadalupe                         |     0.35
    93436 | LOMPOC           | Vandenberg Village                |     3.72
    93436 | LOMPOC           | Mission Hills                     |     2.09
    93436 | LOMPOC           | Lompoc                            |     1.09
    93437 | LOMPOC           | Vandenberg AFB                    |     0.27
    93442 | MORRO BAY        | Morro Bay                         |     1.48
    93444 | NIPOMO           | Nipomo                            |     0.40
    93445 | OCEANO           | Oceano                            |     0.04
    93446 | ADELAIDE         | El Paso de Robles (Paso Robles)   |     0.42
    93449 | SHELL BEACH      | Pismo Beach                       |     1.69
    93451 | PARKFIELD        | San Miguel                        |     0.26
    93454 | SANTA MARIA      | Santa Maria                       |     1.24
    93463 | BALLARD          | Santa Ynez                        |     1.51
    93463 | BALLARD          | Solvang                           |     1.33
    93465 | TEMPLETON        | Templeton                         |     0.15
    93501 | MOJAVE           | Mojave                            |     0.47
    93510 | ACTON            | Acton                             |     0.77
    93513 | BIG PINE         | Big Pine                          |     0.27
    93514 | TOMS PLACE       | Bishop                            |     2.77
    93514 | TOMS PLACE       | West Bishop                       |     1.88
    93514 | TOMS PLACE       | Dixon Lane-Meadow Creek           |     1.60
    93516 | BORON            | Boron                             |     0.72
    93523 | NORTH EDWARDS    | Edwards AFB                       |     1.81
    93534 | LANCASTER        | Lancaster                         |     1.56
    93536 | QUARTZ HILL      | Quartz Hill                       |     1.48
    93543 | JUNIPER HILLS    | Littlerock                        |     2.19
    93545 | LONE PINE        | Lone Pine                         |     1.49
    93546 | CROWLEY LAKE     | Mammoth Lakes                     |     1.26
    93550 | LAKE LOS ANGELES | Palmdale East                     |     0.94
    93550 | LAKE LOS ANGELES | Palmdale                          |     2.74
    93551 | LEONA VALLEY     | Desert View Highlands             |     1.82
    93555 | CHINA LAKE NWC   | Ridgecrest                        |     1.05
    93560 | WILLOW SPRINGS   | Rosamond                          |     0.27
    93561 | BEAR VALLEY SPRI | Golden Hills                      |     2.06
    93561 | BEAR VALLEY SPRI | Tehachapi                         |     4.63
    93562 | ARGUS            | Searles Valley                    |     1.21
    93602 | AUBERRY          | Auberry                           |     2.04
    93609 | CARUTHERS        | Caruthers                         |     0.44
    93610 | CHOWCHILLA       | Chowchilla                        |     1.19
    93612 | CLOVIS           | Clovis                            |     0.42
    93614 | COARSEGOLD       | Yosemite Lakes                    |     2.55
    93615 | CUTLER           | Cutler                            |     0.17
    93616 | DEL REY          | Del Rey                           |     0.29
    93618 | DINUBA           | Dinuba                            |     0.76
    93618 | DINUBA           | London                            |     4.72
    93620 | DOS PALOS        | South Dos Palos                   |     2.31
    93620 | DOS PALOS        | Dos Palos                         |     1.12
    93622 | FIREBAUGH        | Firebaugh                         |     1.60
    93625 | FOWLER           | Fowler                            |     0.25
    93630 | KERMAN           | Kerman                            |     0.77
    93631 | KINGSBURG        | Kingsburg                         |     1.02
    93635 | LOS BANOS        | Los Banos                         |     1.06
    93637 | MADERA           | Parkwood                          |     2.31
    93637 | MADERA           | Madera                            |     1.91
    93638 | MADERA           | Madera Acres                      |     4.56
    93638 | MADERA           | Parksdale                         |     1.57
    93640 | MENDOTA          | Mendota                           |     1.98
    93644 | OAKHURST         | Oakhurst                          |     0.99
    93646 | ORANGE COVE      | Orange Cove                       |     0.25
    93647 | OROSI            | Orosi                             |     0.44
    93648 | PARLIER          | Parlier                           |     0.13
    93654 | REEDLEY          | Reedley                           |     0.65
    93656 | RIVERDALE        | Riverdale                         |     0.34
    93657 | SANGER           | Sanger                            |     1.69
    93660 | SAN JOAQUIN      | San Joaquin                       |     0.13
    93662 | SELMA            | Selma                             |     0.34
    93675 | SQUAW VALLEY     | Squaw Valley                      |     1.03
    93704 | FIG GARDEN VILLA | Fresno                            |     1.31
    93725 | CALWA            | Easton                            |     3.05
    93905 | SALINAS          | Salinas                           |     1.00
    93907 | PRUNEDALE        | Prunedale                         |     2.44
    93923 | CARMEL           | Carmel-by-the-Sea                 |     1.54
    93924 | CARMEL VALLEY    | Carmel Valley Village             |     0.53
    93926 | GONZALES         | Gonzales                          |     2.12
    93927 | GREENFIELD       | Greenfield                        |     0.18
    93930 | KING CITY        | King City                         |     0.71
    93933 | MARINA           | Marina                            |     0.21
    93940 | DEL REY OAKS     | Monterey                          |     0.43
    93941 | FORT ORD         | Sand City                         |     2.22
    93950 | PACIFIC GROVE    | Pacific Grove                     |     0.45
    93953 | PEBBLE BEACH     | Del Monte Forest                  |     0.39
    93955 | SAND CITY        | Seaside                           |     1.27
    93955 | SAND CITY        | Del Rey Oaks                      |     1.14
    93960 | SOLEDAD          | Soledad                           |     0.73
    94002 | BELMONT          | Belmont                           |     0.20
    94005 | BRISBANE         | Brisbane                          |     0.57
    94010 | HILLSBOROUGH     | Hillsborough                      |     1.32
    94010 | HILLSBOROUGH     | Burlingame                        |     1.00
    94015 | DALY CITY        | Daly City                         |     0.81
    94015 | DALY CITY        | Broadmoor                         |     0.90
    94015 | DALY CITY        | Colma                             |     1.39
    94019 | HALF MOON BAY    | Half Moon Bay                     |     0.79
    94019 | HALF MOON BAY    | El Granada                        |     2.40
    94022 | LOS ALTOS        | Palo Alto                         |     1.44
    94022 | LOS ALTOS        | Los Altos Hills                   |     1.19
    94024 | LOS ALTOS        | Loyola                            |     0.76
    94024 | LOS ALTOS        | Los Altos                         |     1.12
    94027 | ATHERTON         | Atherton                          |     0.17
    94028 | LADERA           | Portola Valley                    |     0.75
    94030 | MILLBRAE         | Millbrae                          |     0.10
    94038 | MOSS BEACH       | Moss Beach                        |     0.64
    94038 | MOSS BEACH       | Montara                           |     1.12
    94043 | MOUNTAIN VIEW    | Mountain View                     |     0.25
    94044 | PACIFICA         | Pacifica                          |     0.64
    94062 | WOODSIDE         | Emerald Lake Hills                |     1.05
    94062 | WOODSIDE         | Woodside                          |     1.90
    94063 | REDWOOD CITY     | Redwood City                      |     2.42
    94063 | REDWOOD CITY     | North Fair Oaks                   |     0.63
    94066 | SAN BRUNO        | San Bruno                         |     0.06
    94070 | SAN CARLOS       | San Carlos                        |     0.05
    94086 | SUNNYVALE        | Sunnyvale                         |     0.65
    94121 | SAN FRANCISCO    | San Francisco                     |     3.72
    94303 | EAST PALO ALTO   | East Palo Alto                    |     0.72
    94303 | EAST PALO ALTO   | Menlo Park                        |     1.81
    94304 | PALO ALTO        | West Menlo Park                   |     0.97
    94305 | STANFORD         | Stanford                          |     0.17
    94401 | RUSSIAN RIVER    | San Mateo                         |     0.88
    94402 | SAN MATEO        | Highlands                         |     2.28
    94404 | FOSTER CITY      | Foster City                       |     1.34
